generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,block_height_skew_fitness,quorum_store_fitness,round_stress_fitness,round_timeout_count_fitness,time_fitness,vote_fragmentation_fitness
7,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G7T3,False,False,False,5,0.0,4,137.0,30.228863,0.0
11,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G11T4,False,False,False,7,0.0,3,108.0,27.481001,0.0
11,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G11T3,False,False,False,7,0.0,3,111.0,28.382964,0.0
7,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G7T4,False,False,False,4,0.0,4,139.0,22.120276,0.0
15,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G15T2,False,False,False,6,0.0,3,90.0,29.485903,0.0
3,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G3T2,False,False,False,6,0.0,3,109.0,22.216907,0.0
17,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G17T1,False,False,False,6,0.0,3,92.0,29.234698,0.0
9,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G9T2,False,False,False,5,0.0,4,137.0,20.098229,0.0
1,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G1T1,False,False,False,9,0.0,3,61.0,30.441583,0.0
13,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G13T1,False,False,False,10,0.0,3,70.0,35.611728,0.0
5,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G5T1,False,False,False,7,0.0,3,100.0,27.280082,0.0
11,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G11T2,False,False,False,6,0.0,3,116.0,29.434479,0.0
19,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G19T1,False,False,False,2,0.0,2,126.0,24.101381,0.0
7,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G7T2,False,False,False,3,0.0,4,150.0,20.180399,0.0
9,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G9T3,False,False,False,7,0.0,3,131.0,29.185551,0.0
9,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G9T4,False,False,False,6,0.0,3,125.0,23.422276,0.0
3,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G3T3,False,False,False,15,0.0,2,111.0,75.541812,0.0
15,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G15T4,False,False,False,10,0.0,3,113.0,35.205979,0.0
15,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G15T3,False,False,False,6,0.0,3,98.0,23.314845,0.0
3,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G3T4,False,False,False,6,0.0,3,96.0,27.325317,0.0
20,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G20T3,False,False,False,6,0.0,3,129.0,25.238438,0.0
20,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G20T4,False,False,False,6,0.0,3,101.0,23.247023,0.0
24,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G24T2,False,False,False,11,0.0,3,113.0,38.398047,0.0
20,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G20T2,False,False,False,8,0.0,3,107.0,37.267808,0.0
22,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G22T1,False,False,False,6,0.0,3,110.0,24.271255,0.0
24,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G24T3,False,False,False,5,0.0,4,136.0,20.103065,0.0
24,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G24T4,False,False,False,7,0.0,3,105.0,23.103138,0.0
16,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G16T2,False,False,False,7,0.0,3,123.0,27.183933,0.0
0,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G0T2,False,False,False,3,0.0,2,127.0,35.75302,1.0
8,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G8T1,False,False,False,7,0.0,3,101.0,30.380523,0.0
14,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G14T1,False,False,False,6,0.0,3,103.0,27.404086,0.0
2,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G2T1,False,False,False,6,0.0,3,97.0,23.271047,0.0
12,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G12T4,False,False,False,6,0.0,3,128.0,33.206436,0.0
4,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G4T3,False,False,False,6,0.0,3,116.0,32.693894,0.0
4,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G4T4,False,False,False,15,0.0,2,109.0,50.697662,0.0
12,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G12T3,False,False,False,8,0.0,3,116.0,40.15365,0.0
18,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G18T4,False,False,False,6,0.0,3,107.0,40.545695,0.0
18,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G18T3,False,False,False,6,0.0,3,116.0,44.588157,0.0
16,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G16T4,False,False,False,6,0.0,3,107.0,35.393982,0.0
0,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G0T3,False,False,False,14,0.0,3,104.0,42.187909,0.0
0,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G0T4,False,False,False,2,0.0,2,120.0,20.093311,0.0
16,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G16T3,False,False,False,8,0.0,3,129.0,39.32186,0.0
18,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G18T2,False,False,False,2,0.0,2,127.0,22.131917,0.0
10,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G10T1,False,False,False,6,0.0,3,95.0,25.327368,0.0
6,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G6T1,False,False,False,7,0.0,3,134.0,26.2386,0.0
12,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G12T2,False,False,False,6,0.0,3,92.0,27.183849,0.0
4,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G4T2,False,False,False,13,0.0,3,112.0,58.376828,0.0
23,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G23T3,False,False,False,2,0.0,3,145.0,18.129107,0.0
23,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G23T4,False,False,False,8,0.0,3,131.0,36.422979,0.0
23,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G23T2,False,False,False,8,0.0,3,126.0,32.560101,0.0
21,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G21T1,False,False,False,8,0.0,4,103.0,34.424325,0.0
3,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G3T1,False,False,False,11,0.0,3,93.0,42.221943,0.0
15,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G15T1,False,False,False,7,0.0,3,98.0,30.391911,0.0
9,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G9T1,False,False,False,7,0.0,3,100.0,28.270066,0.0
1,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G1T2,False,False,False,10,0.0,3,112.0,37.209049,0.0
17,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G17T2,False,False,False,8,0.0,3,99.0,25.397384,0.0
19,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G19T3,False,False,False,6,0.0,3,112.0,30.209505,0.0
19,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G19T4,False,False,False,2,0.0,3,142.0,19.133814,0.0
5,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G5T4,False,False,False,6,0.0,3,109.0,27.131819,0.0
13,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G13T3,False,False,False,7,0.0,4,130.0,26.373636,0.0
13,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G13T4,False,False,False,6,0.0,4,119.0,26.158409,0.0
5,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G5T3,False,False,False,5,0.0,3,132.0,28.239414,0.0
1,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G1T4,False,False,False,8,0.0,3,128.0,32.534737,0.0
17,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G17T3,False,False,False,6,0.0,3,102.0,25.24933,0.0
17,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G17T4,False,False,False,12,0.0,3,117.0,62.983987,0.0
1,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G1T3,False,False,False,13,0.0,3,90.0,33.12114,0.0
5,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G5T2,False,False,False,6,0.0,3,123.0,28.270292,0.0
13,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G13T2,False,False,False,2,0.0,2,126.0,22.043633,0.0
7,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G7T1,False,False,False,6,0.0,3,109.0,27.344142,0.0
11,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G11T1,False,False,False,8,0.0,3,134.0,34.740385,0.0
19,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G19T2,False,False,False,6,0.0,3,98.0,28.451181,0.0
24,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G24T1,False,False,False,9,0.0,3,105.0,32.15478,0.0
22,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G22T4,False,False,False,9,0.0,3,106.0,48.221932,0.0
22,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G22T3,False,False,False,2,0.0,2,123.0,20.090862,0.0
20,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G20T1,False,False,False,8,0.0,3,126.0,37.395753,0.0
22,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G22T2,False,False,False,7,0.0,3,99.0,18.083859,0.0
10,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G10T3,False,False,False,6,0.0,3,104.0,34.270213,0.0
6,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G6T4,False,False,False,7,0.0,3,112.0,28.397663,0.0
6,3,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G6T3,False,False,False,5,0.0,4,135.0,24.146599,0.0
10,4,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G10T4,False,False,False,7,0.0,3,111.0,23.315082,0.0
0,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G0T1,False,False,False,5,0.0,4,137.0,34.169808,0.0
8,2,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G8T2,False,False,False,6,0.0,3,119.0,34.182947,0.0
16,1,,bug3,evo_aptos,round_stress_fitness,round_stress_fitness,evo,evo/logs/2026_08_11_21h51m_12s/bug3/evo_aptos/round_stress_fitness/G16T1,False,False,False,12,0.0,3,112.0,35.273023,0.0
