generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,commits,agreement_violations,real_liveness,potential_liveness,max_height,mutations,max_inter_block_latency_sec,avg_inter_block_latency_sec,global_blocks_committed,max_round_gap_between_committed_blocks,avg_round_gap_between_committed_blocks,global_rounds_committed,max_block_height_skew,final_block_height_skew,time_fitness,round_stress_fitness,block_height_skew_fitness
,,10,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_10,False,False,False,2,0,0,0,10.0,0,41.687342,13.031650777777777,10,4,1.6666666666666667,9,2,0,41.687342,4,2
,,11,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_11,False,False,False,2,0,0,0,10.0,0,17.140445,3.592538,10,3,1.625,8,6,0,17.140445,3,6
,,12,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_12,False,False,False,4,0,0,0,10.0,0,28.249968,9.425462444444443,10,6,1.75,8,3,0,28.249968,6,3
,,13,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_13,False,False,False,4,0,0,0,12.0,0,19.180362,7.970495,11,3,1.6666666666666667,9,3,1,19.180362,3,3
,,14,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_14,False,False,False,4,0,0,0,10.0,0,15.150586,10.093165777777777,10,3,1.4444444444444444,9,2,0,15.150586,3,2
,,15,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_15,False,False,False,4,0,0,0,10.0,0,13.128654,8.85702588888889,10,3,1.3333333333333333,9,2,0,13.128654,3,2
,,16,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_16,False,False,False,4,0,0,0,11.0,0,21.273305,10.526616714285714,8,3,1.8333333333333333,6,3,3,21.273305,3,3
,,17,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_17,False,False,False,4,0,0,0,10.0,0,11.101887,7.630890222222222,10,3,1.3333333333333333,9,2,0,11.101887,3,2
,,18,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_18,False,False,False,4,0,0,0,10.0,0,15.094058,9.227543444444445,10,3,1.3333333333333333,9,2,0,15.094058,3,2
,,19,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_19,False,False,False,2,0,0,0,10.0,0,15.086901,8.626798666666666,10,3,1.5555555555555556,9,2,0,15.086901,3,2
,,20,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_20,False,False,False,4,0,0,0,13.0,0,19.328468,12.247066714285713,8,3,1.5714285714285714,7,6,5,19.328468,3,6
,,21,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_21,False,False,False,4,0,0,0,10.0,0,14.093862,8.165134333333334,10,3,1.625,8,2,0,14.093862,3,2
,,22,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_22,False,False,False,4,0,0,0,9.0,0,20.291358,11.600515833333333,7,3,1.4285714285714286,7,2,2,20.291358,3,2
,,23,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_23,False,False,False,4,0,0,0,11.0,0,17.165779,10.317470111111112,10,4,1.4444444444444444,9,2,1,17.165779,4,2
,,24,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_24,False,False,False,2,0,0,0,11.0,0,21.150136,11.100762571428572,8,3,1.8333333333333333,6,5,3,21.150136,3,5
,,25,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_25,False,False,False,2,0,0,0,17.0,0,29.222293,12.769605666666665,7,3,1.5,6,10,10,29.222293,3,10
,,26,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_26,False,False,False,2,0,0,0,11.0,0,17.166425,11.763040444444444,10,2,1.1,10,2,1,17.166425,2,2
,,27,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_27,False,False,False,2,0,0,0,9.0,0,15.104622,10.642206625,9,3,1.2222222222222223,9,1,0,15.104622,3,1
,,28,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_28,False,False,False,2,0,0,0,10.0,0,19.175434,10.106441111111112,10,4,2.142857142857143,7,2,0,19.175434,4,2
,,29,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_29,False,False,False,2,0,0,0,11.0,0,13.095375,9.974793444444446,10,3,1.3333333333333333,9,3,1,13.095375,3,3
,,30,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_30,False,False,False,4,0,0,0,11.0,0,16.106592,8.4723486,11,4,1.6666666666666667,9,2,0,16.106592,4,2
,,31,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_31,False,False,False,2,0,0,0,10.0,0,15.314341,9.974011555555556,10,4,1.5555555555555556,9,2,0,15.314341,4,2
,,32,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_32,False,False,False,4,0,0,0,10.0,0,11.071113,8.526628888888888,10,3,1.4444444444444444,9,2,0,11.071113,3,2
,,33,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_33,False,False,False,4,0,0,0,10.0,0,16.34889,8.870925555555555,10,3,1.875,8,2,0,16.34889,3,2
,,34,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_34,False,False,False,0,0,0,0,2.0,0,30.561469,30.561469,2,2,1.5,2,1,0,30.561469,2,1
,,35,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_35,False,False,False,4,0,0,0,13.0,0,22.212737,12.558508571428572,8,3,1.5714285714285714,7,6,5,22.212737,3,6
,,36,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_36,False,False,False,4,0,0,0,12.0,0,15.23631,10.663384857142857,8,3,1.7142857142857142,7,4,4,15.23631,3,4
,,37,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_37,False,False,False,2,0,0,0,10.0,0,13.103233,8.429241222222222,10,4,1.4444444444444444,9,2,0,13.103233,4,2
,,38,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_38,False,False,False,2,0,0,0,10.0,0,16.143499,8.862459555555555,10,4,1.4444444444444444,9,2,0,16.143499,4,2
,,39,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_39,False,False,False,4,0,0,0,11.0,0,25.20343,11.333692222222222,10,4,2.2857142857142856,7,3,1,25.20343,4,3
,,40,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_40,False,False,False,4,0,0,0,11.0,0,22.196001,9.2956912,11,3,1.4,10,2,0,22.196001,3,2
,,41,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_41,False,False,False,4,0,0,0,13.0,0,24.165309,12.112529857142858,8,3,1.4285714285714286,7,5,5,24.165309,3,5
,,42,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_42,False,False,False,2,0,0,0,10.0,0,14.100911,9.637772222222221,10,4,1.4444444444444444,9,2,0,14.100911,4,2
,,43,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_43,False,False,False,2,0,0,0,11.0,0,37.718865,13.045628333333333,10,3,1.5555555555555556,9,3,1,37.718865,3,3
,,44,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_44,False,False,False,4,0,0,0,10.0,0,19.12139,8.72470388888889,10,3,1.625,8,2,0,19.12139,3,2
,,45,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_45,False,False,False,2,0,0,0,8.0,0,29.22133,11.505156857142856,8,4,1.5714285714285714,7,2,0,29.22133,4,2
,,46,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_46,False,False,False,4,0,0,0,14.0,0,15.075953,11.82478925,9,2,1.1111111111111112,9,5,5,15.075953,2,5
,,47,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_47,False,False,False,4,0,0,0,13.0,0,24.164122,10.424183222222222,10,3,1.3333333333333333,9,4,3,24.164122,3,4
,,48,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_48,False,False,False,2,0,0,0,12.0,0,21.148799,9.526549090909091,12,5,1.7777777777777777,9,3,0,21.148799,5,3
,,49,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_49,False,False,False,0,0,0,0,12.0,0,38.689495,3.5172268181818183,12,3,1.5,10,11,0,38.689495,3,11
,,50,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_50,False,False,False,4,0,0,0,8.0,0,17.269745,10.217384857142857,8,4,1.8571428571428572,7,2,0,17.269745,4,2
,,51,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_51,False,False,False,4,0,0,0,11.0,0,24.172313,10.979004125,9,3,1.375,8,3,2,24.172313,3,3
,,52,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_52,False,False,False,4,0,0,0,12.0,0,24.201489,9.6796272,11,4,1.6666666666666667,9,3,1,24.201489,4,3
,,53,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_53,False,False,False,4,0,0,0,10.0,0,35.553764,13.22989188888889,10,4,1.4444444444444444,9,2,0,35.553764,4,2
,,54,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_54,False,False,False,4,0,0,0,11.0,0,18.097302,9.263669799999999,11,4,1.6666666666666667,9,2,0,18.097302,4,2
,,55,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_55,False,False,False,4,0,0,0,10.0,0,14.982514,9.985111333333332,10,4,1.5555555555555556,9,2,0,14.982514,4,2
,,56,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_56,False,False,False,4,0,0,0,11.0,0,18.123718,8.964271333333334,10,4,1.75,8,2,1,18.123718,4,2
,,57,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_57,False,False,False,2,0,0,0,10.0,0,13.102961,9.302532111111113,10,3,1.3333333333333333,9,2,0,13.102961,3,2
,,58,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_58,False,False,False,2,0,0,0,7.0,0,18.381541,13.146218333333332,7,3,1.4285714285714286,7,1,0,18.381541,3,1
,,59,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_59,False,False,False,2,0,0,0,10.0,0,12.191299,9.307600666666666,10,3,1.3333333333333333,9,2,0,12.191299,3,2
,,60,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_60,False,False,False,4,0,0,0,10.0,0,16.135916,9.64315588888889,10,3,1.3333333333333333,9,2,0,16.135916,3,2
,,61,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_61,False,False,False,4,0,0,0,10.0,0,13.089223,8.732645777777778,10,3,1.4444444444444444,9,2,0,13.089223,3,2
,,62,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_62,False,False,False,4,0,0,0,11.0,0,21.192548,5.336407299999999,11,3,2.0,8,5,0,21.192548,3,5
,,63,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_63,False,False,False,4,0,0,0,11.0,0,13.097193,8.7811496,11,3,1.3,10,2,0,13.097193,3,2
,,64,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_64,False,False,False,2,0,0,0,10.0,0,18.201134,8.95879125,9,3,1.625,8,2,1,18.201134,3,2
,,65,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_65,False,False,False,4,0,0,0,11.0,0,19.107754,8.7649896,11,4,1.6666666666666667,9,2,0,19.107754,4,2
,,66,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_66,False,False,False,2,0,0,0,12.0,0,15.217995,11.928848666666667,7,2,1.2857142857142858,7,5,5,15.217995,2,5
,,67,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_67,False,False,False,2,0,0,0,10.0,0,20.144959,5.349764555555556,10,4,1.875,8,5,0,20.144959,4,5
,,68,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_68,False,False,False,4,0,0,0,12.0,0,19.109723,9.512288333333334,10,3,1.625,8,5,2,19.109723,3,5
,,69,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_69,False,False,False,4,0,0,0,11.0,0,16.141183,8.069943,11,4,1.8888888888888888,9,2,0,16.141183,4,2
,,70,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_70,False,False,False,4,0,0,0,10.0,0,12.081511,8.972810444444443,10,3,1.4444444444444444,9,2,0,12.081511,3,2
,,71,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_71,False,False,False,4,0,0,0,11.0,0,19.138948,8.4742663,11,4,1.6666666666666667,9,2,0,19.138948,4,2
,,72,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_72,False,False,False,4,0,0,0,13.0,0,19.129404,10.151386125,9,4,1.5,8,4,4,19.129404,4,4
,,73,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_73,False,False,False,2,0,0,0,10.0,0,22.138592,4.383852222222222,10,3,1.625,8,7,0,22.138592,3,7
,,74,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_74,False,False,False,4,0,0,0,10.0,0,14.134509,9.287145222222222,10,3,1.3333333333333333,9,2,0,14.134509,3,2
,,75,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_75,False,False,False,2,0,0,0,9.0,0,16.184472,9.961561249999999,9,3,1.375,8,2,0,16.184472,3,2
,,76,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_76,False,False,False,2,0,0,0,8.0,0,18.25119,12.699918714285715,8,3,1.375,8,1,0,18.25119,3,1
,,77,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_77,False,False,False,4,0,0,0,14.0,0,18.112157,9.370440599999998,11,4,1.6666666666666667,9,5,3,18.112157,4,5
,,78,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_78,False,False,False,2,0,0,0,10.0,0,22.1727,8.843501555555555,10,5,1.625,8,3,0,22.1727,5,3
,,79,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_79,False,False,False,2,0,0,0,10.0,0,20.151496,10.084975111111111,10,4,1.6666666666666667,9,2,0,20.151496,4,2
,,80,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_80,False,False,False,2,0,0,0,10.0,0,16.131192,3.3484265555555552,10,3,1.625,8,7,0,16.131192,3,7
,,81,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_81,False,False,False,4,0,0,0,10.0,0,15.258629,8.977997444444444,10,3,1.3333333333333333,9,2,0,15.258629,3,2
,,82,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_82,False,False,False,2,0,0,0,10.0,0,18.27625,9.298982333333335,10,3,1.625,8,2,0,18.27625,3,2
,,83,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_83,False,False,False,4,0,0,0,10.0,0,18.104984,8.73251088888889,10,4,1.5555555555555556,9,2,0,18.104984,4,2
,,84,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_84,False,False,False,2,0,0,0,10.0,0,16.14185,11.604550125,9,2,1.1111111111111112,9,1,1,16.14185,2,1
,,85,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_85,False,False,False,4,0,0,0,10.0,0,39.669418,13.479173222222222,10,4,1.6666666666666667,9,2,0,39.669418,4,2
,,86,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_86,False,False,False,2,0,0,0,11.0,0,15.104453,9.406545333333334,10,3,1.3333333333333333,9,2,1,15.104453,3,2
,,87,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_87,False,False,False,2,0,0,0,10.0,0,17.116189,7.61612211111111,10,3,1.3333333333333333,9,3,0,17.116189,3,3
,,88,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_88,False,False,False,4,0,0,0,10.0,0,16.990188,8.961646333333332,10,3,1.4444444444444444,9,2,0,16.990188,3,2
,,89,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_89,False,False,False,4,0,0,0,11.0,0,20.181493,9.2721886,11,4,1.6666666666666667,9,2,0,20.181493,4,2
,,90,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_90,False,False,False,4,0,0,0,13.0,0,15.108416,9.950206625,9,3,1.5,8,4,4,15.108416,3,4
,,91,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_91,False,False,False,4,0,0,0,11.0,0,13.093293,7.660663099999999,11,3,1.6666666666666667,9,2,0,13.093293,3,2
,,92,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_92,False,False,False,2,0,0,0,11.0,0,17.194336,9.97514377777778,10,3,1.625,8,2,1,17.194336,3,2
,,93,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_93,False,False,False,4,0,0,0,11.0,0,16.126481,9.286942499999999,11,4,1.7777777777777777,9,2,0,16.126481,4,2
,,94,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_94,False,False,False,4,0,0,0,10.0,0,19.16198,8.737338333333334,10,3,1.625,8,2,0,19.16198,3,2
,,95,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_95,False,False,False,4,0,0,0,14.0,0,18.135271,10.744003333333332,10,3,1.3333333333333333,9,4,4,18.135271,3,4
,,96,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_96,False,False,False,4,0,0,0,10.0,0,17.262177,8.861974888888888,10,4,1.75,8,2,0,17.262177,4,2
,,97,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_97,False,False,False,4,0,0,0,10.0,0,33.445725,12.339188444444444,10,4,1.4444444444444444,9,2,0,33.445725,4,2
,,98,aptos-b3-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b3-c0d1/20260614_182515/aptos-b3-c0d1_byzzfuzz_98,False,False,False,4,0,0,0,10.0,0,21.112475,11.08912875,9,4,1.875,8,2,1,21.112475,4,2
