generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,block_height_skew_fitness,quorum_store_fitness,round_stress_fitness,round_timeout_count_fitness,time_fitness,vote_fragmentation_fitness
7,3,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G7T3,False,False,False,13,0.0,3,81.0,42.578084,0.0
11,4,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G11T4,False,False,False,14,0.0,3,93.0,44.569902,0.0
11,3,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G11T3,False,False,False,12,0.0,3,82.0,39.539682,0.0
7,4,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G7T4,False,False,False,13,0.0,3,67.0,37.648148,0.0
15,2,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G15T2,False,False,False,13,0.0,3,61.0,32.386073,0.0
3,2,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G3T2,False,False,False,13,0.0,3,93.0,32.509826,0.0
17,1,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G17T1,False,False,False,13,0.0,3,97.0,42.188618,0.0
9,2,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G9T2,False,False,False,11,0.0,3,87.0,34.615672,0.0
1,1,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G1T1,False,False,False,12,0.0,5,97.0,38.469625,0.0
13,1,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G13T1,False,False,False,12,0.0,3,69.0,38.548353,0.0
5,1,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G5T1,False,False,False,12,0.0,3,62.0,35.62277,0.0
11,2,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G11T2,False,False,False,10,0.0,5,74.0,27.414607,0.0
19,1,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G19T1,False,False,False,2,0.0,3,84.0,18.121377,0.0
7,2,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G7T2,False,False,False,15,0.0,3,113.0,52.599745,0.0
9,3,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G9T3,False,False,False,17,0.0,3,82.0,53.80231,0.0
9,4,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G9T4,False,False,False,10,0.0,4,66.0,30.561149,0.0
3,3,,bug2,evo_aptos,round_timeout_count_fitness,round_timeout_count_fitness,evo,evo/logs/2026_08_12_18h06m_36s/bug2/evo_aptos/round_timeout_count_fitness/G3T3,False,False,False,19,0.0,3,104.0,53.248952,0.0
