generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,commits,agreement_violations,real_liveness,potential_liveness,max_height,mutations,max_inter_block_latency_sec,avg_inter_block_latency_sec,global_blocks_committed,max_round_gap_between_committed_blocks,avg_round_gap_between_committed_blocks,global_rounds_committed,max_block_height_skew,final_block_height_skew,time_fitness,round_stress_fitness,block_height_skew_fitness
,,25,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_25,False,False,False,6,0,0,0,10.0,0,12.132471,6.675387125,9,4,2.0,7,2,1,12.132471,4,2
,,26,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_26,False,False,False,6,0,0,0,12.0,36,15.055725,5.664101125,9,3,1.375,8,7,3,15.055725,3,7
,,27,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_27,False,False,False,3,0,0,0,12.0,8,25.35144,5.593319909090909,12,5,2.625,8,5,0,25.35144,5,5
,,28,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_28,False,False,False,6,0,0,0,12.0,40,16.065336,5.9937933999999995,11,4,3.0,7,3,1,16.065336,4,3
,,29,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_29,False,False,False,6,0,0,0,14.0,12,18.128996,4.5761530909090915,12,5,1.8888888888888888,9,6,2,18.128996,5,6
,,30,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_30,False,False,False,6,0,0,0,13.0,2,22.09682,5.408613545454545,12,6,3.8333333333333335,6,5,1,22.09682,6,5
,,31,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_31,False,False,False,6,0,0,0,12.0,25,10.071609,5.6414534000000005,11,3,1.4,10,2,1,10.071609,3,2
,,32,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_32,False,False,False,6,0,0,0,14.0,18,15.100547,5.650422153846154,14,5,2.3333333333333335,9,3,0,15.100547,5,3
,,33,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_33,False,False,False,6,0,0,0,13.0,8,15.069022,6.4813171249999995,9,5,1.7142857142857142,7,4,4,15.069022,5,4
,,34,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_34,False,False,False,3,0,0,0,15.0,4,23.129664,4.089205583333333,13,5,3.142857142857143,7,7,2,23.129664,5,7
,,35,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_35,False,False,False,6,0,0,0,13.0,0,18.140878,6.4492051,11,4,1.6666666666666667,9,4,2,18.140878,4,4
,,36,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_36,False,False,False,3,0,0,0,13.0,8,16.107391,6.044900111111111,10,5,2.375,8,3,3,16.107391,5,3
,,37,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_37,False,False,False,6,0,0,0,15.0,11,24.120232,6.03052625,13,5,2.375,8,4,2,24.120232,5,4
,,38,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_38,False,False,False,6,0,0,0,17.0,10,14.067067,4.738908785714286,15,3,1.5833333333333333,12,4,2,14.067067,3,4
,,39,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_39,False,False,False,6,0,0,0,14.0,0,26.112092,5.472726636363636,12,4,1.6,10,6,2,26.112092,4,6
,,40,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_40,True,True,False,0,1,0,0,17.0,29,120.627005,12.148771,2,3,2.5,2,15,15,120.627005,3,15
,,41,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_41,False,False,False,6,0,0,0,12.0,19,15.068401,5.211144909090909,12,4,1.8,10,4,0,15.068401,4,4
,,42,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_42,False,False,False,6,0,0,0,14.0,8,19.073301,5.523621333333334,13,5,2.375,8,4,1,19.073301,5,4
,,43,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_43,False,False,False,6,0,0,0,16.0,0,12.013241,4.653496909090909,12,4,1.7,10,5,4,12.013241,4,5
,,44,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_44,False,False,False,3,0,0,0,15.0,5,17.28713,5.074944625,9,5,2.142857142857143,7,6,6,17.28713,5,6
,,45,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_45,False,False,False,6,0,0,0,14.0,25,13.137086,6.57856690909091,12,5,1.8,10,3,2,13.137086,5,3
,,46,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_46,False,False,False,3,0,0,0,13.0,10,18.617641,5.2761295,11,6,2.5714285714285716,7,3,2,18.617641,6,3
,,47,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_47,False,False,False,6,0,0,0,16.0,8,11.568549,2.517974538461538,14,3,1.9,10,9,2,11.568549,3,9
,,48,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_48,False,False,False,6,0,0,0,13.0,16,9.039983,4.3822719999999995,13,3,1.4545454545454546,11,2,0,9.039983,3,2
,,49,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_49,False,False,False,3,0,0,0,11.0,0,16.056981,4.022077444444445,10,5,2.2857142857142856,7,6,1,16.056981,5,6
,,50,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_50,False,False,False,3,0,0,0,16.0,22,45.607999,4.237326090909091,12,5,2.5714285714285716,7,11,4,45.607999,5,11
,,51,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_51,False,False,False,6,0,0,0,12.0,47,11.074084,6.226366818181819,12,3,1.2727272727272727,11,3,0,11.074084,3,3
,,52,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_52,False,False,False,3,0,0,0,8.0,14,12.058766,8.723164,7,2,1.1428571428571428,7,2,1,12.058766,2,2
,,53,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_53,False,False,False,3,0,0,0,14.0,8,17.086868,7.294729875,9,5,1.7142857142857142,7,6,5,17.086868,5,6
,,54,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_54,False,False,False,6,0,0,0,14.0,13,16.08198,7.157146999999999,10,4,1.875,8,4,4,16.08198,4,4
,,55,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_55,False,False,False,6,0,0,0,12.0,14,11.92698,4.58861809090909,12,4,2.0,9,3,0,11.92698,4,3
,,56,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_56,False,False,False,3,0,0,0,17.0,2,50.813924,5.263056466666667,16,6,2.3636363636363638,11,10,1,50.813924,6,10
,,57,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_57,False,False,False,6,0,0,0,11.0,8,15.083225,6.375432555555555,10,4,2.0,8,3,1,15.083225,4,3
,,58,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_58,False,False,False,6,0,0,0,12.0,21,13.216898,6.059828181818181,12,6,3.142857142857143,7,4,0,13.216898,6,4
,,59,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_59,False,False,False,3,0,0,0,10.0,25,11.794166,6.75225575,9,4,2.142857142857143,7,3,1,11.794166,4,3
,,60,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_60,False,False,False,6,0,0,0,15.0,36,16.076771,5.485691,12,6,2.625,8,4,3,16.076771,6,4
,,61,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_61,False,False,False,6,0,0,0,14.0,1,42.269476,6.445075583333334,13,4,2.1,10,8,1,42.269476,4,8
,,62,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_62,False,False,False,6,0,0,0,14.0,11,14.080954,5.12011009090909,12,5,2.2222222222222223,9,4,2,14.080954,5,4
,,63,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_63,False,False,False,3,0,0,0,9.0,10,14.152905,6.673571125,9,3,1.5,8,3,0,14.152905,3,3
,,64,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_64,False,False,False,6,0,0,0,11.0,20,13.125348,6.608344555555556,10,4,2.0,8,3,1,13.125348,4,3
,,65,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_65,False,False,False,6,0,0,0,14.0,12,16.175878,5.6270705833333325,13,4,1.8,10,5,1,16.175878,4,5
,,66,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_66,False,False,False,6,0,0,0,11.0,0,17.076571,6.96160725,9,4,2.142857142857143,7,4,2,17.076571,4,4
,,67,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_67,False,False,False,6,0,0,0,14.0,0,17.231468,5.037576700000001,11,3,1.5555555555555556,9,3,3,17.231468,3,3
,,68,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_68,False,False,False,6,0,0,0,12.0,4,15.112327,5.159834090909091,12,6,2.5,8,3,0,15.112327,6,3
,,69,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_69,False,False,False,6,0,0,0,15.0,6,15.084829,5.363434333333333,13,5,3.0,7,3,2,15.084829,5,3
,,70,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_70,False,False,False,6,0,0,0,12.0,12,48.242319,11.345177714285715,8,4,2.0,6,4,4,48.242319,4,4
,,71,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_71,False,False,False,6,0,0,0,14.0,0,24.369655,5.725393888888889,10,6,2.5714285714285716,7,5,4,24.369655,6,5
,,72,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_72,False,False,False,3,0,0,0,10.0,2,12.052502,6.54986275,9,4,1.625,8,2,1,12.052502,4,2
,,73,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_73,False,False,False,6,0,0,0,12.0,15,16.100382,6.1448848181818185,12,3,1.7777777777777777,9,3,0,16.100382,3,3
,,74,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_74,False,False,False,6,0,0,0,12.0,52,12.045587,6.837379199999999,11,4,1.7777777777777777,9,3,1,12.045587,4,3
,,75,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_75,False,False,False,6,0,0,0,9.0,29,16.071443,7.9096839999999995,9,4,1.8571428571428572,7,2,0,16.071443,4,2
,,76,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_76,False,False,False,6,0,0,0,12.0,21,14.062397,6.6329055,11,4,1.7777777777777777,9,3,1,14.062397,4,3
,,77,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_77,False,False,False,6,0,0,0,13.0,24,14.056216,6.2193347,11,4,1.4,10,3,2,14.056216,4,3
,,78,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_78,False,False,False,6,0,0,0,12.0,11,12.135149,3.8447255454545455,12,5,2.5714285714285716,7,7,0,12.135149,5,7
,,79,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_79,False,False,False,6,0,0,0,13.0,20,14.121802,4.793467636363636,12,4,2.5,8,6,1,14.121802,4,6
,,80,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_80,False,False,False,3,0,0,0,10.0,22,15.070632,6.820267111111111,10,5,1.875,8,3,0,15.070632,5,3
,,81,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_81,False,False,False,3,0,0,0,8.0,8,17.140883,6.340947857142857,8,5,1.8333333333333333,6,3,0,17.140883,5,3
,,82,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_82,False,False,False,6,0,0,0,13.0,13,12.944866,6.311045818181818,12,3,1.5,10,3,1,12.944866,3,3
,,83,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_83,False,False,False,6,0,0,0,13.0,0,16.096489,6.666501125,9,3,1.375,8,4,4,16.096489,3,4
,,84,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_84,False,False,False,6,0,0,0,11.0,47,14.126794,6.198588571428571,8,3,1.5714285714285714,7,4,3,14.126794,3,4
,,85,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_85,False,False,False,6,0,0,0,14.0,0,30.185674,7.0341876999999995,11,6,2.4285714285714284,7,4,3,30.185674,6,4
,,86,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_86,False,False,False,6,0,0,0,13.0,6,25.426183,6.558706416666666,13,5,2.5,8,4,0,25.426183,5,4
,,87,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_87,False,False,False,6,0,0,0,13.0,0,45.2323,9.0456029,11,4,2.0,8,3,2,45.2323,4,3
,,88,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_88,False,False,False,6,0,0,0,10.0,33,18.110228,7.616248777777778,10,5,1.875,8,4,0,18.110228,5,4
,,89,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_89,False,False,False,6,0,0,0,12.0,7,12.063499,5.951953727272727,12,3,1.7777777777777777,9,2,0,12.063499,3,2
,,90,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_90,False,False,False,6,0,0,0,14.0,21,16.109727,3.947696,14,5,2.75,8,7,0,16.109727,5,7
,,91,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_91,False,False,False,6,0,0,0,13.0,9,9.079079,4.866547363636363,12,3,1.6,10,3,1,9.079079,3,3
,,92,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_92,False,False,False,6,0,0,0,10.0,4,22.141951,6.189999888888888,10,6,2.2857142857142856,7,3,0,22.141951,6,3
,,93,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_93,False,False,False,6,0,0,0,15.0,24,33.56794,9.059570125,9,7,2.3333333333333335,6,6,6,33.56794,7,6
,,94,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_94,False,False,False,3,0,0,0,14.0,0,17.104846,7.9331945,9,4,1.8571428571428572,7,6,5,17.104846,4,6
,,95,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_95,False,False,False,6,0,0,0,11.0,0,15.106012,6.7739535,11,4,1.8888888888888888,9,3,0,15.106012,4,3
,,96,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_96,False,False,False,6,0,0,0,15.0,24,12.090408,5.381790583333333,13,4,2.111111111111111,9,2,2,12.090408,4,2
,,97,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_97,False,False,False,6,0,0,0,12.0,4,43.266655,9.1836862,11,6,2.125,8,3,1,43.266655,6,3
,,98,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_98,True,True,False,0,1,0,0,15.0,13,107.615013,0.0,1,3,3.0,1,14,14,107.615013,3,14
,,99,aptos-b2-c2d1,byzzfuzz,,,dstest,dstest/output/aptos-b2-c2d1/20260609_183913/aptos-b2-c2d1_byzzfuzz_99,False,False,False,6,0,0,0,14.0,8,12.233868,5.7498983,11,3,1.5555555555555556,9,7,3,12.233868,3,7
