generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,commits,agreement_violations,real_liveness,potential_liveness,max_height,mutations,max_inter_block_latency_sec,avg_inter_block_latency_sec,global_blocks_committed,max_round_gap_between_committed_blocks,avg_round_gap_between_committed_blocks,global_rounds_committed,max_block_height_skew,final_block_height_skew,time_fitness,round_stress_fitness,block_height_skew_fitness
,,1,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_1,False,False,False,2,0,0,0,8.0,0,19.33495,12.241401999999999,8,3,1.375,8,1,0,19.33495,3,1
,,2,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_2,False,False,False,2,0,0,0,8.0,0,13.092985,11.38609657142857,8,2,1.125,8,1,0,13.092985,2,1
,,3,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_3,False,False,False,2,0,0,0,8.0,0,19.462545,12.156150833333333,7,4,2.0,6,2,1,19.462545,4,2
,,4,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_4,False,False,False,2,0,0,0,8.0,0,18.114656,11.232926571428573,8,2,1.125,8,1,0,18.114656,2,1
,,5,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_5,False,False,False,2,0,0,0,9.0,0,19.356859,12.844879571428573,8,3,1.375,8,1,1,19.356859,3,1
,,6,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_6,False,False,False,2,0,0,0,9.0,0,18.272765,11.06580275,9,4,1.75,8,2,0,18.272765,4,2
,,7,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_7,False,False,False,4,0,0,0,9.0,0,15.222139,10.530064142857142,8,4,1.7142857142857142,7,2,1,15.222139,4,2
,,8,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_8,False,False,False,2,0,0,0,10.0,0,14.095068,10.940306857142858,8,2,1.125,8,2,2,14.095068,2,2
,,9,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_9,False,False,False,2,0,0,0,9.0,0,14.185578,11.33153125,9,4,1.5,8,2,0,14.185578,4,2
,,10,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_10,False,False,False,0,0,0,0,9.0,0,18.108797,10.7418175,9,4,1.625,8,2,0,18.108797,4,2
,,11,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_11,False,False,False,0,0,0,0,8.0,0,18.306613,13.272652714285714,8,3,1.375,8,1,0,18.306613,3,1
,,12,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_12,False,False,False,0,0,0,0,8.0,0,22.232504,13.100371714285714,8,3,1.375,8,1,0,22.232504,3,1
,,13,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_13,False,False,False,2,0,0,1,6.0,0,20.220217,13.9276262,6,3,1.5,6,1,0,20.220217,3,1
,,14,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_14,False,False,False,2,0,0,0,8.0,0,15.112745,11.497729428571429,8,2,1.25,8,1,0,15.112745,2,1
,,15,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_15,False,False,False,0,0,0,0,7.0,0,18.152508,12.933310333333333,7,3,1.2857142857142858,7,1,0,18.152508,3,1
,,16,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_16,False,False,False,4,0,0,0,9.0,0,21.200728,13.102761125,9,4,1.75,8,2,0,21.200728,4,2
,,17,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_17,False,False,False,0,0,0,0,8.0,0,42.834893,15.629243428571428,8,6,1.8571428571428572,7,2,0,42.834893,6,2
,,18,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_18,False,False,False,4,0,0,0,10.0,0,38.679745,13.407024125,9,5,1.875,8,2,1,38.679745,5,2
,,19,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_19,False,False,False,2,0,0,0,8.0,0,13.313509,11.527385999999998,8,2,1.25,8,1,0,13.313509,2,1
,,20,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_20,False,False,False,2,0,0,0,9.0,0,14.102712,11.790221,8,2,1.125,8,1,1,14.102712,2,1
,,21,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_21,False,False,False,2,0,0,0,7.0,0,20.353742,14.98115,7,3,1.4285714285714286,7,1,0,20.353742,3,1
,,22,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_22,False,False,False,2,0,0,0,8.0,0,16.079204,12.133761857142858,8,2,1.25,8,1,0,16.079204,2,1
,,23,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_23,False,False,False,2,0,0,0,9.0,0,15.152879,11.061196,9,4,1.5,8,2,0,15.152879,4,2
,,24,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_24,False,False,False,4,0,0,0,10.0,0,16.12379,11.450743428571428,8,2,1.25,8,2,2,16.12379,2,2
,,25,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_25,False,False,False,2,0,0,0,7.0,0,15.108421,13.280309,7,2,1.1428571428571428,7,1,0,15.108421,2,1
,,26,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_26,False,False,False,4,0,0,0,10.0,0,45.852976,12.819514777777776,10,4,2.2857142857142856,7,2,0,45.852976,4,2
,,27,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_27,False,False,False,2,0,0,0,7.0,0,18.236761,12.271105333333333,7,2,1.2857142857142858,7,1,0,18.236761,2,1
,,28,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_28,False,False,False,2,0,0,0,8.0,0,19.104819,12.37233442857143,8,3,1.375,8,1,0,19.104819,3,1
,,29,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_29,False,False,False,2,0,0,0,8.0,0,18.311279,13.26752357142857,8,3,1.375,8,1,0,18.311279,3,1
,,30,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_30,False,False,False,2,0,0,0,8.0,0,16.127449,12.235996428571427,8,2,1.125,8,1,0,16.127449,2,1
,,31,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_31,False,False,False,0,0,0,0,8.0,0,19.166768,11.794330571428572,8,4,1.7142857142857142,7,2,0,19.166768,4,2
,,32,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_32,False,False,False,4,0,0,0,8.0,0,18.040352,11.51808142857143,8,4,1.8571428571428572,7,2,0,18.040352,4,2
,,33,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_33,False,False,False,4,0,0,0,9.0,0,26.228623,11.45612225,9,3,1.5,8,2,0,26.228623,3,2
,,34,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_34,False,False,False,4,0,0,0,9.0,0,39.715151,14.412733,9,4,1.75,8,2,0,39.715151,4,2
,,35,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_35,False,False,False,2,0,0,0,7.0,0,15.098787,13.438694666666665,7,2,1.2857142857142858,7,1,0,15.098787,2,1
,,36,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_36,False,False,False,2,0,0,0,8.0,0,18.257845,13.53829257142857,8,3,1.375,8,1,0,18.257845,3,1
,,37,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_37,False,False,False,2,0,0,0,7.0,0,15.442598,13.443438666666665,7,3,1.4285714285714286,7,1,0,15.442598,3,1
,,38,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_38,False,False,False,2,0,0,0,8.0,0,20.228257,13.842603428571428,8,2,1.125,8,1,0,20.228257,2,1
,,39,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_39,False,False,False,2,0,0,0,9.0,0,14.113741,12.358459374999999,9,2,1.1111111111111112,9,1,0,14.113741,2,1
,,40,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_40,False,False,False,2,0,0,0,9.0,0,13.171038,11.476628625,9,2,1.2222222222222223,9,1,0,13.171038,2,1
,,41,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_41,False,False,False,0,0,0,0,8.0,0,26.233854,12.400566285714286,8,5,1.8571428571428572,7,2,0,26.233854,5,2
,,42,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_42,False,False,False,2,0,0,0,9.0,0,13.048394,10.790622285714287,8,2,1.125,8,1,1,13.048394,2,1
,,43,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_43,False,False,False,2,0,0,0,8.0,0,13.081623,11.498474142857143,8,2,1.25,8,1,0,13.081623,2,1
,,44,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_44,False,False,False,4,0,0,0,9.0,0,20.174115,11.320865875,9,4,1.75,8,2,0,20.174115,4,2
,,45,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_45,False,False,False,2,0,0,0,8.0,0,20.284785,12.550428142857143,8,3,1.375,8,1,0,20.284785,3,1
,,46,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_46,False,False,False,4,0,0,0,9.0,0,15.136125,11.086539375000001,9,3,1.375,8,2,0,15.136125,3,2
,,47,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_47,False,False,False,2,0,0,0,8.0,0,20.407836,13.137925833333334,7,3,1.4285714285714286,7,1,1,20.407836,3,1
,,48,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_48,False,False,False,2,0,0,0,9.0,0,15.110635,11.71443475,9,2,1.1111111111111112,9,1,0,15.110635,2,1
,,49,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_49,False,False,False,2,0,0,0,8.0,0,21.205926,13.790767833333334,7,2,1.2857142857142858,7,1,1,21.205926,2,1
,,50,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_50,False,False,False,2,0,0,0,7.0,0,17.056865,13.445359999999999,7,2,1.2857142857142858,7,1,0,17.056865,2,1
,,51,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_51,False,False,False,2,0,0,0,9.0,0,18.293156,11.673507285714285,8,4,1.7142857142857142,7,2,1,18.293156,4,2
,,52,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_52,False,False,False,2,0,0,0,9.0,0,18.30516,11.052881625,9,4,1.625,8,2,0,18.30516,4,2
,,53,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_53,False,False,False,2,0,0,0,8.0,0,17.117703,12.114540166666666,7,3,1.4285714285714286,7,1,1,17.117703,3,1
,,54,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_54,False,False,False,2,0,0,0,9.0,0,19.281458,11.368998000000001,9,4,1.75,8,2,0,19.281458,4,2
,,55,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_55,False,False,False,2,0,0,0,7.0,0,19.30351,13.973863999999999,7,2,1.2857142857142858,7,1,0,19.30351,2,1
,,56,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_56,False,False,False,2,0,0,0,9.0,0,19.151043,11.9290805,7,2,1.2857142857142858,7,2,2,19.151043,2,2
,,57,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_57,False,False,False,4,0,0,0,8.0,0,20.160813,12.538348000000001,8,4,1.7142857142857142,7,2,0,20.160813,4,2
,,58,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_58,False,False,False,0,0,0,0,7.0,0,39.580839,18.541558499999997,7,3,1.4285714285714286,7,1,0,39.580839,3,1
,,59,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_59,False,False,False,2,0,0,0,7.0,0,20.264867,14.86777,7,2,1.2857142857142858,7,1,0,20.264867,2,1
,,60,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_60,False,False,False,2,0,0,0,9.0,0,16.12771,11.976118374999999,9,2,1.1111111111111112,9,1,0,16.12771,2,1
,,61,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_61,False,False,False,2,0,0,0,8.0,0,16.123808,11.516520285714284,8,3,1.25,8,1,0,16.123808,3,1
,,62,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_62,False,False,False,2,0,0,0,9.0,0,18.136386,10.7301895,9,4,1.5,8,2,0,18.136386,4,2
,,63,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_63,False,False,False,2,0,0,0,9.0,0,18.149856,11.47434375,9,4,1.5,8,2,0,18.149856,4,2
,,64,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_64,False,False,False,2,0,0,0,9.0,0,17.106529,11.2011035,9,2,1.1111111111111112,9,1,0,17.106529,2,1
,,65,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_65,False,False,False,2,0,0,0,7.0,0,17.110299,13.433507833333332,7,2,1.2857142857142858,7,1,0,17.110299,2,1
,,66,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_66,False,False,False,0,0,0,0,8.0,0,17.121413,12.672563285714286,8,2,1.125,8,1,0,17.121413,2,1
,,67,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_67,False,False,False,4,0,0,0,9.0,0,18.13148,11.081223875000001,9,4,1.625,8,2,0,18.13148,4,2
,,68,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_68,False,False,False,2,0,0,0,7.0,0,27.332164,13.770649333333333,7,4,1.8333333333333333,6,2,0,27.332164,4,2
,,69,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_69,False,False,False,4,0,0,0,10.0,0,14.222598,10.438717,9,3,1.375,8,2,1,14.222598,3,2
,,70,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_70,False,False,False,2,0,0,0,9.0,0,14.107743,11.5970465,9,2,1.1111111111111112,9,1,0,14.107743,2,1
,,71,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_71,False,False,False,2,0,0,0,8.0,0,13.083174,12.082710999999998,7,3,1.2857142857142858,7,1,1,13.083174,3,1
,,72,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_72,False,False,False,4,0,0,0,9.0,0,20.145439,10.459721125,9,4,1.625,8,2,0,20.145439,4,2
,,73,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_73,False,False,False,4,0,0,0,10.0,0,16.930943,9.792162333333332,10,4,1.75,8,2,0,16.930943,4,2
,,74,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_74,False,False,False,2,0,0,0,9.0,0,43.69335,13.881296625000001,9,4,1.5,8,2,0,43.69335,4,2
,,75,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_75,False,False,False,2,0,0,0,9.0,0,14.100584,11.715701,9,2,1.1111111111111112,9,1,0,14.100584,2,1
,,76,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_76,False,False,False,2,0,0,0,8.0,0,36.762022,15.332828857142857,8,5,1.7142857142857142,7,2,0,36.762022,5,2
,,77,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_77,False,False,False,2,0,0,0,8.0,0,16.113935,12.255291833333333,7,2,1.2857142857142858,7,1,1,16.113935,2,1
,,78,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_78,False,False,False,2,0,0,0,9.0,0,13.077059,9.920329,8,4,1.7142857142857142,7,2,1,13.077059,4,2
,,79,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_79,False,False,False,2,0,0,0,9.0,0,23.15928,11.225436375,9,4,1.75,8,2,0,23.15928,4,2
,,80,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_80,False,False,False,0,0,0,0,8.0,0,17.099391,13.098729571428573,8,2,1.125,8,1,0,17.099391,2,1
,,81,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_81,False,False,False,2,0,0,0,9.0,0,21.209083,11.507225571428572,8,2,1.25,8,1,1,21.209083,2,1
,,82,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_82,False,False,False,0,0,0,0,9.0,0,41.674598,13.893076875,9,6,2.2857142857142856,7,2,0,41.674598,6,2
,,83,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_83,False,False,False,2,0,0,0,10.0,0,18.113818,10.839150625,9,3,1.375,8,2,1,18.113818,3,2
,,84,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_84,False,False,False,2,0,0,0,8.0,0,15.125343,12.825746285714287,8,2,1.125,8,1,0,15.125343,2,1
,,85,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_85,False,False,False,4,0,0,0,10.0,0,23.114595,10.690335625,9,5,1.625,8,2,1,23.114595,5,2
,,86,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_86,False,False,False,2,0,0,0,8.0,0,18.217388,12.417296,7,3,1.5714285714285714,7,1,1,18.217388,3,1
,,87,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_87,False,False,False,2,0,0,0,9.0,0,19.191975,13.082074571428572,8,2,1.125,8,1,1,19.191975,2,1
,,88,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_88,False,False,False,2,0,0,0,8.0,0,31.169466,12.222420285714287,8,4,1.5714285714285714,7,2,0,31.169466,4,2
,,89,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_89,False,False,False,2,0,0,0,9.0,0,43.648352,14.76156175,9,5,1.625,8,2,0,43.648352,5,2
,,90,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_90,False,False,False,4,0,0,0,9.0,0,20.29078,11.859376875,9,4,1.75,8,2,0,20.29078,4,2
,,91,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_91,False,False,False,4,0,0,0,9.0,0,17.112132,10.5604475,9,4,1.5,8,2,0,17.112132,4,2
,,92,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_92,False,False,False,2,0,0,0,8.0,0,21.243856,12.773776499999999,7,3,1.5714285714285714,7,1,1,21.243856,3,1
,,93,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_93,False,False,False,2,0,0,0,7.0,0,16.258469,12.512159000000002,7,2,1.2857142857142858,7,1,0,16.258469,2,1
,,94,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_94,False,False,False,0,0,0,0,9.0,0,40.601589,14.387104375,9,5,1.625,8,2,0,40.601589,5,2
,,95,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_95,False,False,False,4,0,0,0,10.0,0,19.309667,11.363424375000001,9,4,1.75,8,2,1,19.309667,4,2
,,96,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_96,False,False,False,2,0,0,0,8.0,0,13.216548,11.819064999999998,8,2,1.25,8,1,0,13.216548,2,1
,,97,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_97,False,False,False,4,0,0,0,9.0,0,17.116465,10.60543775,9,3,1.375,8,2,0,17.116465,3,2
,,98,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_98,False,False,False,0,0,0,0,10.0,0,18.141628,11.22605675,9,4,1.5,8,2,1,18.141628,4,2
,,99,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_99,False,False,False,4,0,0,0,10.0,0,16.111043,10.34375675,9,3,1.375,8,2,1,16.111043,3,2
,,0,aptos-b1-c0d0,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d0/20260610_123422/aptos-b1-c0d0_byzzfuzz_0,False,False,False,2,0,0,0,8.0,0,20.220659,13.386235428571428,8,3,1.375,8,1,0,20.220659,3,1
,,1,aptos-b1-c0d0,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d0/20260610_123422/aptos-b1-c0d0_byzzfuzz_1,False,False,False,2,0,0,0,8.0,0,17.280465,12.677560714285715,8,3,1.375,8,1,0,17.280465,3,1
,,2,aptos-b1-c0d0,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d0/20260610_123422/aptos-b1-c0d0_byzzfuzz_2,False,False,False,2,0,0,0,10.0,0,13.078052,10.445451125,9,2,1.1111111111111112,9,1,1,13.078052,2,1
