generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,commits,agreement_violations,real_liveness,potential_liveness,max_height,mutations,max_inter_block_latency_sec,avg_inter_block_latency_sec,global_blocks_committed,max_round_gap_between_committed_blocks,avg_round_gap_between_committed_blocks,global_rounds_committed,max_block_height_skew,final_block_height_skew,time_fitness,round_stress_fitness,block_height_skew_fitness
,,55,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_55,False,False,False,4,0,0,0,10.0,8,16.220893,11.202464222222222,10,4,1.4444444444444444,9,2,0,16.220893,4,2
,,56,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_56,False,False,False,4,0,0,0,12.0,11,17.113287,9.619275272727272,12,4,1.7,10,2,0,17.113287,4,2
,,57,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_57,False,False,False,2,0,0,0,9.0,0,16.127611,11.9907195,9,2,1.1111111111111112,9,1,0,16.127611,2,1
,,58,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_58,False,False,False,2,0,0,0,7.0,0,21.205007,12.933760333333334,7,3,1.4285714285714286,7,1,0,21.205007,3,1
,,59,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_59,False,False,False,4,0,0,0,11.0,8,43.756639,12.5394243,11,5,2.375,8,2,0,43.756639,5,2
,,60,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_60,False,False,False,2,0,0,0,7.0,20,18.193293,12.599174,7,3,1.4285714285714286,7,1,0,18.193293,3,1
,,61,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_61,False,False,False,2,0,0,0,10.0,36,43.723324,14.146056999999999,9,4,1.5,8,2,1,43.723324,4,2
,,62,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_62,False,False,False,2,0,0,1,7.0,17,27.280953,13.1017484,6,4,1.8,5,2,1,27.280953,4,2
,,63,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_63,False,False,False,4,0,0,0,9.0,6,17.105312,11.606679125,9,4,1.625,8,2,0,17.105312,4,2
,,64,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_64,False,False,False,2,0,0,0,8.0,8,18.104037,11.38574742857143,8,4,1.8571428571428572,7,2,0,18.104037,4,2
,,65,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_65,False,False,False,2,0,0,0,9.0,46,16.091141,12.13790957142857,8,2,1.25,8,1,1,16.091141,2,1
,,66,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_66,False,False,False,2,0,0,0,7.0,0,21.270254,13.290926833333332,7,3,1.4285714285714286,7,1,0,21.270254,3,1
,,67,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_67,False,False,False,2,0,0,0,9.0,0,17.775513,12.861623375,9,2,1.2222222222222223,9,1,0,17.775513,2,1
,,68,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_68,False,False,False,2,0,0,0,9.0,20,16.092659,12.938943250000001,9,2,1.2222222222222223,9,1,0,16.092659,2,1
,,69,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_69,False,False,False,2,0,0,0,10.0,16,14.171631,10.71061525,9,2,1.2222222222222223,9,1,1,14.171631,2,1
,,70,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_70,False,False,False,0,0,0,0,9.0,9,40.747645,14.925919375,9,6,1.75,8,2,0,40.747645,6,2
,,71,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_71,False,False,False,0,0,0,0,9.0,0,42.935153,15.588039125,9,6,1.75,8,2,0,42.935153,6,2
,,72,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_72,False,False,False,4,0,0,0,8.0,0,18.183379,11.983345285714284,8,4,1.7142857142857142,7,2,0,18.183379,4,2
,,73,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_73,False,False,False,4,0,0,0,9.0,31,25.19546,12.11993575,9,5,1.75,8,2,0,25.19546,5,2
,,74,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_74,False,False,False,4,0,0,0,9.0,0,19.989159,11.676263500000001,9,4,1.75,8,2,0,19.989159,4,2
,,75,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_75,False,False,False,2,0,0,0,8.0,42,23.08044,12.270295500000001,7,2,1.1428571428571428,7,1,1,23.08044,2,1
,,76,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_76,False,False,False,4,0,0,0,10.0,20,20.15231,12.116239666666665,10,4,1.4444444444444444,9,2,0,20.15231,4,2
,,77,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_77,False,False,False,0,0,0,0,8.0,15,23.396288,14.144041428571429,8,2,1.25,8,1,0,23.396288,2,1
,,78,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_78,False,False,False,2,0,0,0,8.0,6,23.178218,11.819806142857143,8,4,1.7142857142857142,7,2,0,23.178218,4,2
,,79,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_79,False,False,False,2,0,0,0,9.0,0,19.226518,12.102364375,9,4,1.75,8,2,0,19.226518,4,2
,,80,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_80,False,False,False,4,0,0,0,10.0,0,17.266528,11.301065111111111,10,4,1.6666666666666667,9,2,0,17.266528,4,2
,,81,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_81,False,False,False,2,0,0,0,9.0,0,12.926948,11.329350875,9,2,1.2222222222222223,9,1,0,12.926948,2,1
,,82,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_82,False,False,False,2,0,0,0,11.0,0,34.52258,13.129789111111112,10,5,2.0,8,2,1,34.52258,5,2
,,83,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_83,False,False,False,4,0,0,0,10.0,0,21.303016,11.766732888888889,10,4,1.4444444444444444,9,2,0,21.303016,4,2
,,84,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_84,False,False,False,4,0,0,0,9.0,10,44.839498,15.178060625,9,3,1.375,8,2,0,44.839498,3,2
,,85,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_85,False,False,False,2,0,0,0,8.0,0,14.234385,11.760489333333334,7,2,1.1428571428571428,7,1,1,14.234385,2,1
,,86,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_86,False,False,False,2,0,0,0,7.0,60,24.225022,15.3430295,7,2,1.1428571428571428,7,2,0,24.225022,2,2
,,87,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_87,False,False,False,4,0,0,0,9.0,14,18.355321,11.23325475,9,4,1.75,8,2,0,18.355321,4,2
,,88,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_88,False,False,False,2,0,0,0,10.0,0,15.15281,11.78252111111111,10,2,1.2,10,1,0,15.15281,2,1
,,89,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_89,False,False,False,0,0,0,0,8.0,19,22.498805,14.989661666666668,7,3,1.4285714285714286,7,1,1,22.498805,3,1
,,90,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_90,False,False,False,2,0,0,0,10.0,45,16.147561,10.822303857142856,8,4,1.5714285714285714,7,2,2,16.147561,4,2
,,91,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_91,False,False,False,4,0,0,0,6.0,12,31.312549,14.9485012,6,6,4.0,4,2,0,31.312549,6,2
,,92,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_92,False,False,False,4,0,0,0,10.0,0,40.723662,14.052546222222222,10,4,2.125,8,2,0,40.723662,4,2
,,93,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_93,False,False,False,2,0,0,0,9.0,0,19.351954,12.602802857142857,8,2,1.25,8,1,1,19.351954,2,1
,,94,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_94,False,False,False,2,0,0,0,9.0,0,22.415485,11.739084125,9,4,1.75,8,2,0,22.415485,4,2
,,95,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_95,False,False,False,2,0,0,0,9.0,26,17.16635,12.86424725,9,2,1.1111111111111112,9,1,0,17.16635,2,1
,,96,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_96,False,False,False,4,0,0,0,9.0,4,40.298976,10.75956742857143,8,6,3.0,5,3,1,40.298976,6,3
,,97,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_97,False,False,False,4,0,0,0,9.0,0,18.36105,11.370541625,9,4,1.625,8,2,0,18.36105,4,2
,,98,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_98,False,False,False,2,0,0,0,10.0,18,18.150608,11.879449124999999,9,4,1.5,8,2,1,18.150608,4,2
,,99,aptos-b1-c1d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c1d1/20260611_102510/aptos-b1-c1d1_byzzfuzz_99,False,False,False,4,0,0,0,11.0,8,19.206822,9.8984469,11,4,1.7777777777777777,9,2,0,19.206822,4,2
,,0,aptos-b1-c0d1,byzzfuzz,,,dstest,dstest/output/aptos-b1-c0d1/20260610_201901/aptos-b1-c0d1_byzzfuzz_0,False,False,False,2,0,0,0,9.0,0,14.088708,12.078641714285714,8,2,1.125,8,1,1,14.088708,2,1
