generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,block_height_skew_fitness,quorum_store_fitness,round_stress_fitness,round_timeout_count_fitness,time_fitness,vote_fragmentation_fitness
7,3,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G7T3,False,False,False,24,0.0,2,97.0,63.931572,0.0
11,4,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G11T4,False,False,False,16,0.0,3,100.0,50.22225,0.0
11,3,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G11T3,False,False,False,7,0.0,4,91.0,14.208742,0.0
7,4,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G7T4,False,False,False,9,0.0,3,62.0,27.274655,0.0
15,2,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G15T2,False,False,False,10,0.0,3,81.0,25.33523,0.0
3,2,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G3T2,False,False,False,9,0.0,3,91.0,27.285826,0.0
17,1,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G17T1,False,False,False,9,0.0,3,72.0,27.287292,0.0
9,2,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G9T2,False,False,False,9,0.0,3,66.0,24.284929,0.0
1,1,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G1T1,False,False,False,10,0.0,4,70.0,23.266113,0.0
13,1,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G13T1,False,False,False,17,0.0,3,106.0,36.162605,0.0
5,1,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G5T1,False,False,False,10,0.0,4,69.0,28.315766,0.0
11,2,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G11T2,False,False,False,9,0.0,3,79.0,23.190408,0.0
19,1,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G19T1,False,False,False,2,0.0,3,71.0,14.045921,0.0
7,2,,bug2,evo_aptos,block_height_skew_fitness,block_height_skew_fitness,evo,evo/logs/2026_08_12_21h39m_55s/bug2/evo_aptos/block_height_skew_fitness/G7T2,False,False,False,9,0.0,4,88.0,22.245136,0.0
