generation,individual_id,iteration,benchmark,strategy,fitness_dir,optimized_fitness,source_format,source_path,buggy,agreement,liveness,block_height_skew_fitness,quorum_store_fitness,round_stress_fitness,round_timeout_count_fitness,time_fitness,vote_fragmentation_fitness
7,3,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G7T3,False,False,False,9,0.0,3,80.0,30.422243,1.0
11,4,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G11T4,False,False,False,9,0.0,3,72.0,34.562174,1.0
11,3,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G11T3,False,False,False,9,0.0,3,78.0,19.20013,2.0
7,4,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G7T4,False,False,False,12,0.0,3,89.0,30.446471,2.0
15,2,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G15T2,False,False,False,9,0.0,3,88.0,31.424129,1.0
3,2,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G3T2,False,False,False,11,0.0,4,107.0,34.198025,1.0
17,1,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G17T1,False,False,False,8,0.0,3,80.0,22.221545,1.0
9,2,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G9T2,False,False,False,9,0.0,3,73.0,35.377798,1.0
1,1,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G1T1,False,False,False,8,0.0,3,105.0,24.358876,0.0
13,1,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G13T1,False,False,False,8,0.0,4,63.0,19.187229,1.0
5,1,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G5T1,False,False,False,10,0.0,3,63.0,30.473555,1.0
11,2,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G11T2,False,False,False,7,0.0,4,80.0,17.183905,2.0
19,1,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G19T1,False,False,False,10,0.0,4,97.0,21.07506,2.0
7,2,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G7T2,False,False,False,10,0.0,3,60.0,28.380342,2.0
9,3,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G9T3,False,False,False,22,0.0,3,109.0,51.630379,1.0
9,4,,bug2,evo_aptos,vote_fragmentation_fitness,vote_fragmentation_fitness,evo,evo/logs/2026_08_12_13h57m_57s/bug2/evo_aptos/vote_fragmentation_fitness/G9T4,False,False,False,19,0.0,3,119.0,47.611743,1.0
